id,sex,dob,juv_fel_count,juv_misd_count,juv_other_count,compas_screening_date,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_offense_date,c_charge_degree,is_recid,num_r_cases,max_degree,min_degree,avg_degree,med_degree,charges_recid,charges_no_recid,charges_total,charge_latest,decile_recid,decile_violence,decile_fail_to_appear,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Native American,race_Other,km_cl,db_cl,complete_cl,average_cl,ward_cl
1089,1,0.62204,0,0,0,0.93839,0,0.0,0.93839,0.93839,0.93839,0.6,1,2,0.6,0.0,0.4375,0.575,3,5,8,0.94132,1,1,1,0,0,1,0,0,0,3,0,3,1,0
1090,0,0.59089,0,0,0,0.94345,0,-3e-05,0.94342,0.94345,0.94342,0.85,0,0,0.85,0.0,0.23333,0.0,0,6,6,0.94342,3,1,3,0,0,1,0,0,0,3,0,3,1,0
1091,1,0.72776,0,0,0,0.93132,1,-3e-05,0.93129,0.93135,0.93129,0.85,0,0,1.0,0.6,0.68125,0.6,0,8,8,0.93129,8,8,3,0,0,0,0,0,1,3,0,3,1,0
1092,1,0.71828,0,0,0,0.93615,1,-0.00016,0.93599,0.93615,0.93599,0.85,0,0,0.85,0.6,0.725,0.725,0,2,2,0.93599,10,5,9,0,0,0,1,0,0,3,0,3,1,0
1093,1,0.74724,0,0,0,0.93053,0,-3e-05,0.9305,0.93053,0.9305,0.6,0,0,0.6,0.0,0.2,0.0,2,1,3,0.96102,2,5,1,0,0,1,0,0,0,3,0,3,1,0
1094,1,0.71252,0,0,0,0.9496,0,-3e-05,0.94957,0.9496,0.94957,0.85,1,1,0.9,0.85,0.875,0.875,1,1,2,0.95891,2,3,1,0,0,1,0,0,0,3,0,3,1,0
1095,1,0.66127,0,0,0,0.94621,3,-3e-05,0.94618,0.94831,0.94618,0.85,0,0,0.85,0.55,0.60833,0.55,0,6,6,0.94591,9,4,3,1,0,0,0,0,0,3,0,3,1,0
1096,1,0.27806,0,0,0,0.93036,0,-3e-05,0.93034,0.93042,0.93034,0.55,0,0,0.6,0.55,0.575,0.575,0,2,2,0.93034,1,1,2,0,0,1,0,0,0,3,0,3,1,0
1097,1,0.54453,0,0,0,0.94151,2,-0.00128,0.94023,0.94023,0.94023,0.6,0,0,0.6,0.0,0.3,0.3,0,10,10,0.94023,2,2,6,0,0,1,0,0,0,3,0,3,1,0
1098,1,0.57027,0,0,0,0.9441,1,-3e-05,0.94408,0.94413,0.94408,0.6,0,0,0.6,0.0,0.14375,0.0,1,7,8,0.96126,1,1,1,0,0,0,0,0,1,3,0,3,1,0
1099,1,0.74959,0,0,0,0.93181,1,-3e-05,0.93178,0.93181,0.93178,0.9,0,0,0.9,0.9,0.9,0.9,0,4,4,0.92987,3,6,1,0,0,1,0,0,0,3,0,3,1,0
1100,1,0.64411,0,0,0,0.94471,1,-3e-05,0.94468,0.94476,0.94468,0.9,0,0,0.9,0.0,0.59,0.6,0,5,5,0.94468,10,8,6,1,0,0,0,0,0,3,0,3,1,0
1101,0,0.58958,0,0,0,0.94104,1,-3e-05,0.94102,0.94107,0.94102,0.85,0,0,0.85,0.0,0.24167,0.0,0,6,6,0.94102,3,1,4,0,0,0,1,0,0,3,0,3,1,0
1102,1,0.6687,0,0,0,0.93249,7,-3e-05,0.93247,0.93252,0.93247,0.85,0,0,1.0,0.0,0.59792,0.6,0,24,24,0.93247,7,4,3,1,0,0,0,0,0,3,0,3,1,0
1103,1,0.73541,0,0,0,0.93878,0,0.0,0.93878,0.93878,0.93878,0.85,0,0,0.85,0.85,0.85,0.85,0,2,2,0.93878,8,5,1,1,0,0,0,0,0,3,0,3,1,0
1104,1,0.73981,0,0,0,0.94435,1,-0.00148,0.94288,0.9429,0.94285,0.85,0,0,0.85,0.85,0.85,0.85,0,3,3,0.94285,3,5,1,0,0,0,1,0,0,3,0,3,1,0
1105,1,0.58294,0,0,0,0.93864,11,-0.00732,0.93132,0.93864,0.93132,0.9,1,1,1.0,0.0,0.69388,0.85,1,48,49,0.95159,4,2,2,0,0,1,0,0,0,3,0,3,1,0
1106,1,0.54297,0,0,0,0.93094,1,-3e-05,0.93091,0.93094,0.93091,0.85,0,0,0.85,0.6,0.725,0.725,0,2,2,0.91474,1,1,1,0,0,1,0,0,0,3,0,3,1,0
1107,1,0.74093,0,1,1,0.93331,1,-3e-05,0.93329,0.93331,0.93329,0.85,1,2,0.9,0.0,0.66929,0.85,2,12,14,0.94271,4,6,2,0,0,1,0,0,0,3,0,3,1,0
1108,0,0.6558,0,0,0,0.94301,0,-3e-05,0.94298,0.94301,0.94298,0.85,0,0,0.85,0.6,0.725,0.725,0,2,2,0.94298,6,2,1,1,0,0,0,0,0,3,0,3,1,0
1109,1,0.50448,0,0,0,0.94695,0,-3e-05,0.94692,0.947,0.94692,0.85,1,1,0.85,0.6,0.725,0.725,1,1,2,0.94973,4,2,7,1,0,0,0,0,0,3,0,3,1,0
1110,0,0.60338,0,0,0,0.93028,4,-3e-05,0.93025,0.93028,0.93025,0.85,1,2,0.85,0.0,0.66667,0.85,2,7,9,0.94766,10,6,5,1,0,0,0,0,0,3,0,3,1,0
1111,1,0.47995,0,0,0,0.93263,2,0.0,0.93263,0.93266,0.93263,0.85,0,0,0.85,0.0,0.55,0.6,0,8,8,0.93263,6,1,3,1,0,0,0,0,0,3,0,3,1,0
1112,0,0.60545,0,0,0,0.94555,3,0.0,0.94555,0.94555,0.93342,0.6,0,0,0.6,0.0,0.25556,0.0,0,9,9,0.94186,3,1,1,1,0,0,0,0,0,3,0,3,1,0
1113,0,0.42807,0,0,0,0.94804,0,-5e-05,0.94798,0.94798,0.94796,0.85,0,0,0.85,0.85,0.85,0.85,0,1,1,0.94796,1,1,3,0,0,0,1,0,0,3,0,3,1,0
1115,1,0.59278,0,0,0,0.94331,7,-3e-05,0.94328,0.94394,0.94328,0.85,0,0,1.0,0.0,0.525,0.6,0,26,26,0.94328,4,3,4,1,0,0,0,0,0,3,0,3,1,0
1116,1,0.46831,0,0,0,0.9443,0,-0.00011,0.94419,0.94421,0.94419,1.0,0,0,1.0,0.6,0.8,0.8,0,2,2,0.94419,1,1,1,0,0,0,1,0,0,3,0,3,1,0
1118,0,0.50866,0,0,0,0.93763,1,-0.0029,0.93473,0.93495,0.93473,1.0,0,0,1.0,0.0,0.5,0.5,0,6,6,0.90116,1,1,1,0,0,1,0,0,0,3,0,3,1,0
1119,1,0.72847,0,0,1,0.94208,6,-3e-05,0.94206,0.94227,0.94206,0.85,1,1,0.9,0.0,0.48382,0.55,18,16,34,0.95913,9,8,3,1,0,0,0,0,0,3,0,3,1,0
1120,1,0.71872,0,0,0,0.93279,0,0.0,0.93279,0.93282,0.93277,0.85,0,0,0.9,0.85,0.86667,0.85,0,3,3,0.93277,8,7,1,1,0,0,0,0,0,3,0,3,1,0
1121,1,0.67135,0,0,0,0.93329,0,-3e-05,0.93326,0.93329,0.93326,0.85,0,0,0.85,0.0,0.17,0.0,2,3,5,0.95623,2,3,1,1,0,0,0,0,0,3,0,3,1,0
1122,1,0.71429,0,0,0,0.93558,0,-8e-05,0.9355,0.93553,0.9355,0.85,0,0,0.85,0.55,0.675,0.6,0,6,6,0.9355,3,4,5,1,0,0,0,0,0,3,0,3,1,0
1123,1,0.45954,0,0,0,0.93703,11,0.0,0.93703,0.93708,0.93703,0.85,0,0,1.0,0.6,0.74833,0.85,0,30,30,0.93703,9,6,8,1,0,0,0,0,0,3,0,3,1,0
1125,1,0.62113,0,1,0,0.94372,10,0.0,0.94372,0.94378,0.94372,0.9,1,2,1.0,0.0,0.44595,0.55,5,32,37,0.95263,7,2,3,1,0,0,0,0,0,3,0,3,1,0
1126,1,0.54576,0,0,0,0.94818,1,0.0,0.94818,0.9482,0.94815,0.85,0,0,0.85,0.0,0.53333,0.6,0,6,6,0.94815,2,1,3,0,0,0,1,0,0,3,0,3,1,0
1127,1,0.72383,0,0,0,0.93189,0,0.0,0.93189,0.93189,0.93189,0.85,0,0,0.9,0.0,0.59,0.6,0,5,5,0.93189,2,4,2,1,0,0,0,0,0,3,0,3,1,0
1128,0,0.74164,0,0,0,0.93028,0,-3e-05,0.93025,0.93031,0.93025,0.55,0,0,0.55,0.55,0.55,0.55,0,2,2,0.93025,5,6,1,0,0,1,0,0,0,3,0,3,1,0
1129,1,0.60291,0,0,0,0.9388,0,-3e-05,0.93878,0.93897,0.93878,0.85,0,0,0.85,0.6,0.68333,0.6,0,3,3,0.93878,1,1,1,0,0,0,0,0,1,3,0,3,1,0
1130,1,0.65602,0,0,0,0.94889,22,-3e-05,0.94886,0.94894,0.94886,0.85,1,1,0.9,0.0,0.44737,0.55,2,55,57,0.95468,5,6,6,0,0,1,0,0,0,3,-1,3,1,0
1131,1,0.74708,0,0,0,0.93137,0,-3e-05,0.93135,0.93137,0.93135,1.0,1,1,1.0,0.4,0.705,0.6,5,5,10,0.95809,10,9,3,1,0,0,0,0,0,3,0,3,1,0
1132,0,0.43348,0,0,0,0.93823,0,0.0,0.93823,0.93826,0.93823,0.85,0,0,0.85,0.0,0.15556,0.0,0,9,9,0.93823,1,1,6,0,0,1,0,0,0,3,0,3,1,0
1133,1,0.56704,0,0,0,0.94818,3,-3e-05,0.94815,0.94818,0.94815,0.85,0,0,0.85,0.0,0.55417,0.6,0,12,12,0.94815,2,3,5,1,0,0,0,0,0,3,0,3,1,0
1134,0,0.70383,0,0,0,0.94206,2,-3e-05,0.94203,0.94296,0.94203,0.85,0,0,0.9,0.85,0.86429,0.85,0,7,7,0.94203,9,9,2,1,0,0,0,0,0,3,0,3,1,0
1135,1,0.71727,0,0,0,0.94047,1,-0.00101,0.93946,0.93949,0.93946,0.85,0,0,0.85,0.0,0.3625,0.3,1,3,4,0.95216,3,3,2,0,0,1,0,0,0,3,0,3,1,0
1136,1,0.7102,0,1,1,0.93105,7,-3e-05,0.93102,0.93105,0.93102,0.55,1,1,0.6,0.0,0.2587,0.0,9,14,23,0.93468,5,5,1,1,0,0,0,0,0,3,0,3,1,0
1138,0,0.70509,0,0,0,0.9402,1,0.0,0.9402,0.9402,0.89651,0.55,0,0,0.55,0.0,0.18333,0.0,0,3,3,0.89539,9,5,5,1,0,0,0,0,0,3,0,3,1,0
1139,1,0.68711,0,0,0,0.93878,1,-3e-05,0.93875,0.94361,0.93875,0.85,0,0,0.85,0.0,0.40714,0.4,0,7,7,0.93875,5,4,6,1,0,0,0,0,0,3,0,3,1,0
1140,1,0.24574,0,0,0,0.93389,8,-3e-05,0.93386,0.93454,0.93386,0.85,0,0,0.85,0.0,0.27286,0.0,0,35,35,0.93386,1,2,5,1,0,0,0,0,0,3,0,3,1,0
1141,1,0.56562,0,4,0,0.93047,10,-3e-05,0.93044,0.93156,0.84868,0.55,0,0,0.9,0.0,0.275,0.175,0,28,28,0.84067,9,3,5,1,0,0,0,0,0,3,0,3,1,0
1142,0,0.59341,0,0,0,0.94042,0,0.0,0.94042,0.94143,0.94042,0.85,0,0,0.85,0.0,0.4625,0.5,0,4,4,0.94042,5,3,2,1,0,0,0,0,0,3,0,3,1,0
1143,1,0.75391,0,0,2,0.94695,0,0.0,0.94695,0.94716,0.94692,0.85,1,2,0.85,0.0,0.49,0.6,3,7,10,0.95591,5,8,2,1,0,0,0,0,0,3,0,3,1,0
1144,0,0.6649,0,0,0,0.93629,3,-3e-05,0.93626,0.93629,0.93626,0.85,0,0,0.85,0.0,0.3375,0.3,1,19,20,0.95369,5,4,1,1,0,0,0,0,0,3,0,3,1,0
1145,1,0.7382,0,0,0,0.94957,2,-3e-05,0.94954,0.94957,0.94954,0.85,1,1,0.85,0.0,0.26429,0.0,8,6,14,0.96121,5,5,1,1,0,0,0,0,0,3,0,3,1,0
1146,1,0.70208,0,0,0,0.93329,4,-3e-05,0.93326,0.93553,0.93326,0.85,1,1,0.85,0.0,0.40667,0.55,3,12,15,0.94998,7,7,1,1,0,0,0,0,0,3,0,3,1,0
1147,1,0.73519,0,0,0,0.93028,1,-3e-05,0.93025,0.94094,0.93025,0.85,0,0,0.9,0.4,0.65,0.65,0,2,2,0.92993,3,5,1,1,0,0,0,0,0,3,0,3,1,0
1148,0,0.72134,0,0,0,0.94361,0,-3e-05,0.94359,0.94361,0.94359,0.85,0,0,0.85,0.0,0.425,0.425,0,2,2,0.94359,3,3,1,1,0,0,0,0,0,3,0,3,1,0
1149,1,0.60802,0,0,0,0.93055,5,0.0,0.93055,0.93055,0.91269,0.85,0,0,0.9,0.0,0.5675,0.6,0,20,20,0.90468,7,7,9,0,0,0,1,0,0,3,0,3,1,0
1150,0,0.49074,0,0,0,0.93785,19,-3e-05,0.93782,0.93867,0.93782,0.85,1,3,0.9,0.03,0.7031,0.725,3,39,42,0.95741,10,2,10,1,0,0,0,0,0,3,0,3,1,0
1151,1,0.74762,0,0,0,0.93793,1,-3e-05,0.9379,0.93793,0.9379,0.85,1,1,0.85,0.0,0.29091,0.0,7,4,11,0.94648,4,6,1,0,0,0,0,0,1,3,0,3,1,0
1152,0,0.73055,0,0,0,0.94039,0,-3e-05,0.94036,0.94039,0.94036,0.6,0,0,0.6,0.6,0.6,0.6,0,1,1,0.94036,10,10,3,0,0,0,0,0,1,3,0,3,1,0
1153,0,0.75899,0,0,0,0.94014,1,-3e-05,0.94012,0.94058,0.94012,0.9,1,1,0.9,0.0,0.39545,0.55,6,5,11,0.9614,8,6,1,0,0,1,0,0,0,3,0,3,1,0
1154,1,0.429,0,0,0,0.94419,13,-3e-05,0.94416,0.94509,0.94416,0.85,0,0,1.0,0.4,0.77778,0.85,0,27,27,0.9432,9,4,4,1,0,0,0,0,0,3,0,3,1,0
1156,0,0.7288,0,0,0,0.94192,0,-3e-05,0.94189,0.94192,0.94189,0.85,0,0,0.85,0.85,0.85,0.85,0,1,1,0.94189,2,3,1,1,0,0,0,0,0,3,0,3,1,0
1157,1,0.68758,0,0,0,0.93859,3,0.0,0.93859,0.93861,0.93859,0.6,0,0,0.85,0.0,0.25625,0.0,0,16,16,0.93859,7,4,1,0,0,0,0,1,0,3,0,3,1,0
1158,1,0.41236,0,0,0,0.93635,18,-0.00128,0.93506,0.93607,0.93506,0.85,1,1,0.9,0.55,0.68429,0.6,4,31,35,0.96121,2,1,8,0,0,1,0,0,0,3,0,3,1,0
1159,0,0.43359,0,0,0,0.93741,0,0.0,0.93741,0.93741,0.93741,0.85,0,0,0.85,0.0,0.15,0.0,0,13,13,0.93741,1,1,3,1,0,0,0,0,0,3,0,3,1,0
1160,0,0.72842,0,0,0,0.93356,0,-3e-05,0.93353,0.93356,0.93353,0.9,1,1,0.9,0.0,0.3,0.0,4,1,5,0.96148,7,7,3,1,0,0,0,0,0,3,0,3,1,0
1161,1,0.40952,0,0,0,0.94178,19,-3e-05,0.94175,0.94189,0.94175,0.85,0,0,0.9,0.0,0.64625,0.85,0,40,40,0.94175,8,2,6,1,0,0,0,0,0,3,0,3,1,0
1162,1,0.69662,0,0,1,0.94665,5,-3e-05,0.94662,0.94722,0.94662,0.85,1,1,0.9,0.0,0.325,0.31,1,17,18,0.95798,7,3,1,1,0,0,0,0,0,3,0,3,1,0
1163,1,0.70561,0,0,0,0.93025,6,-3e-05,0.93023,0.93039,0.93023,0.9,1,1,0.9,0.55,0.79091,0.85,1,10,11,0.95845,6,5,1,1,0,0,0,0,0,3,0,3,1,0
1164,1,0.56622,0,0,0,0.94746,2,-0.0012,0.94626,0.94741,0.94626,0.85,0,0,0.85,0.4,0.56875,0.575,0,8,8,0.94238,6,2,2,0,0,0,1,0,0,3,0,3,1,0
1165,1,0.72451,0,0,0,0.93605,2,-3e-05,0.93602,0.93605,0.93602,0.6,0,0,0.85,0.0,0.33125,0.3,1,7,8,0.94208,4,6,1,0,0,0,0,0,1,3,0,3,1,0
1166,1,0.68856,0,0,0,0.94203,4,0.0,0.94203,0.94203,0.94203,0.85,1,3,0.9,0.0,0.50556,0.575,3,15,18,0.94793,9,7,3,1,0,0,0,0,0,3,0,3,1,0
1167,1,0.69812,0,0,0,0.93788,2,-0.0029,0.93498,0.93498,0.93495,0.6,0,0,0.6,0.0,0.26667,0.0,0,9,9,0.93495,3,4,1,1,0,0,0,0,0,3,0,3,1,0
1168,0,0.63925,0,0,0,0.94949,0,-5e-05,0.94943,0.94946,0.94943,0.6,0,0,0.6,0.6,0.6,0.6,0,1,1,0.94943,4,4,6,0,0,1,0,0,0,3,0,3,1,0
1169,1,0.67293,0,0,0,0.93397,1,-3e-05,0.93394,0.93402,0.93394,0.55,0,0,0.6,0.0,0.18077,0.0,0,13,13,0.93394,4,3,1,1,0,0,0,0,0,3,0,3,1,0
1170,1,0.68768,0,0,0,0.94531,1,-3e-05,0.94528,0.94531,0.94528,0.85,1,1,0.85,0.0,0.27083,0.0,2,10,12,0.95164,2,4,1,0,0,0,0,0,1,3,0,3,1,0
1171,1,0.6811,0,0,0,0.93309,0,-3e-05,0.93307,0.93309,0.93307,0.85,0,0,0.85,0.6,0.68333,0.6,0,3,3,0.93307,2,2,1,0,0,0,1,0,0,3,0,3,1,0
1172,1,0.64578,0,0,0,0.93738,0,-3e-05,0.93736,0.93738,0.93736,0.6,0,0,0.6,0.6,0.6,0.6,0,1,1,0.93736,2,1,1,1,0,0,0,0,0,3,0,3,1,0
1173,1,0.54855,0,0,0,0.93919,8,-0.00079,0.93839,0.93842,0.93839,0.85,1,1,0.9,0.0,0.42308,0.55,2,24,26,0.96066,6,3,5,1,0,0,0,0,0,3,0,3,1,0
1174,1,0.70408,0,0,0,0.94798,1,-3e-05,0.94796,0.94801,0.94796,0.85,0,0,0.9,0.0,0.18056,0.0,0,18,18,0.94796,3,3,2,0,0,1,0,0,0,3,0,3,1,0
1175,1,0.65588,0,0,0,0.94943,0,-3e-05,0.9494,0.94943,0.9494,0.85,0,0,0.9,0.0,0.15909,0.0,0,11,11,0.9494,1,1,1,0,0,1,0,0,0,3,0,3,1,0
1176,1,0.70533,0,0,0,0.93419,0,-5e-05,0.93413,0.93413,0.93411,0.6,0,0,0.6,0.0,0.3,0.3,0,4,4,0.93411,2,3,2,0,0,1,0,0,0,3,0,3,1,0
1177,1,0.49361,0,0,0,0.94162,0,-3e-05,0.94159,0.94159,0.94156,0.55,0,0,0.6,0.0,0.46889,0.6,0,9,9,0.94156,1,1,1,0,0,1,0,0,0,3,0,3,1,0
1178,1,0.7023,0,0,0,0.94727,0,-3e-05,0.94725,0.94727,0.94725,0.85,0,0,0.85,0.0,0.41,0.6,0,5,5,0.94725,3,3,1,0,0,1,0,0,0,3,0,3,1,0
1179,1,0.59103,0,0,0,0.9326,4,-3e-05,0.93258,0.9326,0.93258,0.85,0,0,0.85,0.0,0.23235,0.0,0,17,17,0.93258,2,1,1,1,0,0,0,0,0,3,0,3,1,0
1181,0,0.61116,0,0,0,0.93659,4,-3e-05,0.93656,0.93662,0.93656,0.85,0,0,1.0,0.0,0.2725,0.0,1,19,20,0.94104,5,3,1,1,0,0,0,0,0,3,0,3,1,0
1183,0,0.3036,0,0,0,0.94263,7,-3e-05,0.9426,0.94307,0.89854,0.85,0,0,0.9,0.0,0.49706,0.55,0,17,17,0.94132,4,1,9,0,0,1,0,0,0,3,0,3,1,0
1184,1,0.47522,0,0,0,0.94356,0,-3e-05,0.94353,0.94356,0.94353,0.6,0,0,0.6,0.6,0.6,0.6,0,1,1,0.94353,1,1,2,0,0,1,0,0,0,3,0,3,1,0
1185,1,0.70287,0,0,1,0.9491,3,-0.00014,0.94897,0.9491,0.94807,0.85,0,0,0.85,0.0,0.29389,0.07,0,18,18,0.94807,2,2,3,0,0,1,0,0,0,3,0,3,1,0
1186,1,0.71675,0,0,0,0.93629,1,0.0,0.93629,0.93632,0.93626,0.6,1,1,0.6,0.0,0.31111,0.55,4,5,9,0.94309,4,6,2,0,0,1,0,0,0,3,0,3,1,0
1187,1,0.75079,0,2,1,0.94798,2,-3e-05,0.94796,0.94812,0.94796,0.85,1,1,0.9,0.0,0.39182,0.55,15,7,22,0.95069,9,8,1,0,0,1,0,0,0,3,0,3,1,0
1188,1,0.72771,0,0,0,0.93233,0,0.0,0.93233,0.9473,0.93233,1.0,0,0,1.0,1.0,1.0,1.0,0,4,4,0.93233,4,5,1,1,0,0,0,0,0,3,0,3,1,0
1191,1,0.73711,0,0,0,0.93626,0,0.0,0.93626,0.93635,0.93624,0.85,1,2,0.85,0.55,0.6375,0.575,2,2,4,0.95399,4,6,3,0,0,1,0,0,0,3,0,3,1,0
1192,1,0.39231,0,0,0,0.9379,11,-3e-05,0.93788,0.9417,0.93788,0.85,0,0,0.9,0.0,0.59069,0.6,0,29,29,0.93788,6,5,10,1,0,0,0,0,0,3,0,3,1,0
1193,1,0.48191,0,0,0,0.94009,0,-3e-05,0.94006,0.94036,0.94006,0.85,0,0,0.85,0.85,0.85,0.85,0,1,1,0.94006,7,4,7,0,0,1,0,0,0,3,0,3,1,0
1194,1,0.60075,0,0,0,0.93192,0,-3e-05,0.93189,0.93203,0.93189,0.85,0,0,0.85,0.85,0.85,0.85,0,1,1,0.93189,1,1,1,0,0,0,0,0,1,3,0,3,1,0
1195,0,0.59346,0,0,0,0.94036,3,-3e-05,0.94033,0.9411,0.94033,0.85,0,0,0.9,0.0,0.31739,0.4,1,22,23,0.95908,7,4,3,1,0,0,0,0,0,3,0,3,1,0
1196,1,0.64785,0,0,0,0.93017,0,0.0,0.93017,0.93031,0.93017,0.6,0,0,0.6,0.6,0.6,0.6,0,1,1,0.93017,1,2,3,0,0,1,0,0,0,3,0,3,1,0
1197,1,0.74126,0,1,0,0.94815,1,-3e-05,0.94812,0.94823,0.94812,0.85,1,3,0.9,0.0,0.47727,0.6,3,8,11,0.95416,9,9,2,1,0,0,0,0,0,3,0,3,1,0
1198,1,0.65198,0,0,0,0.9337,2,0.0,0.9337,0.9337,0.9337,0.6,0,0,0.6,0.0,0.18684,0.0,0,19,19,0.9337,3,2,3,0,0,1,0,0,0,3,0,3,1,0
1200,1,0.71913,0,0,0,0.94083,0,-3e-05,0.9408,0.94083,0.9408,0.85,1,1,0.85,0.0,0.28,0.0,3,2,5,0.94438,5,4,1,1,0,0,0,0,0,3,0,3,1,0
1201,1,0.64263,0,0,0,0.94596,7,-3e-05,0.94593,0.94596,0.94593,0.9,0,0,0.9,0.0,0.29545,0.0,0,22,22,0.94593,2,1,1,1,0,0,0,0,0,3,0,3,1,0
1202,1,0.63526,0,0,1,0.93815,22,0.0,0.93815,0.93815,0.93815,0.85,1,2,0.9,0.0,0.63265,0.6,2,47,49,0.9423,9,10,6,1,0,0,0,0,0,3,0,3,1,0
1204,0,0.72937,0,0,0,0.94156,0,-3e-05,0.94154,0.94156,0.94154,0.6,0,0,0.6,0.6,0.6,0.6,0,1,1,0.94154,4,5,1,0,0,0,0,0,1,3,0,3,1,0
1205,1,0.32865,0,0,0,0.93826,0,-3e-05,0.93823,0.93826,0.93823,0.6,0,0,0.6,0.0,0.3,0.3,0,4,4,0.93823,1,1,1,1,0,0,0,0,0,3,0,3,1,0
1206,1,0.66244,0,0,0,0.93741,0,-3e-05,0.93738,0.93741,0.93738,0.85,0,0,0.85,0.0,0.10625,0.0,0,8,8,0.93738,1,2,1,0,0,0,0,0,1,3,0,3,1,0
1207,1,0.70011,0,0,0,0.93381,2,-0.00104,0.93277,0.9335,0.93277,0.85,1,2,0.85,0.0,0.45,0.6,4,3,7,0.94943,5,4,4,0,0,1,0,0,0,3,0,3,1,0
1208,1,0.48232,0,0,0,0.93405,2,0.0,0.93405,0.93405,0.93402,0.6,0,0,0.6,0.0,0.37778,0.4,0,9,9,0.93402,3,2,6,0,0,1,0,0,0,3,0,3,1,0
1209,1,0.75749,0,0,2,0.94206,0,-3e-05,0.94203,0.94206,0.94203,0.85,0,0,0.9,0.0,0.17,0.0,1,15,16,0.95653,4,7,2,0,0,1,0,0,0,3,0,3,1,0
1210,1,0.63138,0,0,0,0.94348,2,-3e-05,0.94345,0.94348,0.94345,0.85,0,0,0.85,0.0,0.11481,0.0,1,26,27,0.95656,7,2,1,0,0,0,0,0,1,3,0,3,1,0
1211,1,0.71517,0,0,0,0.94848,1,-3e-05,0.94845,0.94848,0.94845,0.6,0,0,0.85,0.0,0.2875,0.0,0,8,8,0.94845,2,3,1,0,0,1,0,0,0,3,0,3,1,0
1212,0,0.71659,0,0,0,0.93626,1,0.0,0.93626,0.93626,0.93626,0.6,1,3,0.9,0.0,0.45714,0.55,3,4,7,0.94323,5,4,1,1,0,0,0,0,0,3,0,3,1,0
1213,0,0.59996,0,0,0,0.94047,1,-3e-05,0.94044,0.94047,0.94044,0.55,0,0,0.55,0.0,0.18125,0.0,0,8,8,0.94044,2,2,4,1,0,0,0,0,0,3,0,3,1,0
1214,1,0.69637,0,0,0,0.93796,3,-3e-05,0.93793,0.94763,0.93793,0.85,0,0,0.9,0.0,0.36818,0.2,0,22,22,0.93793,8,5,2,1,0,0,0,0,0,3,0,3,1,0
1215,1,0.13367,0,0,0,0.93031,0,0.0,0.93031,0.93034,0.93028,0.6,0,0,0.6,0.6,0.6,0.6,0,1,1,0.93028,1,1,1,0,0,0,1,0,0,3,0,3,1,0
1216,1,0.67984,0,0,0,0.93801,2,0.0,0.93801,0.93801,0.93798,0.85,0,0,0.85,0.0,0.28333,0.0,0,15,15,0.93798,6,6,1,0,0,1,0,0,0,3,0,3,1,0
1217,1,0.59958,0,0,0,0.93044,3,-3e-05,0.93042,0.93044,0.93042,0.85,1,1,0.85,0.0,0.22931,0.0,11,18,29,0.95864,2,1,1,1,0,0,0,0,0,3,0,3,1,0
1218,0,0.65963,0,0,0,0.9479,0,-3e-05,0.94787,0.9479,0.94787,0.6,0,0,0.6,0.6,0.6,0.6,0,1,1,0.94787,1,1,1,1,0,0,0,0,0,3,0,3,1,0
1219,0,0.63111,0,0,0,0.94058,0,-3e-05,0.94055,0.94061,0.94055,0.6,0,0,0.6,0.0,0.03,0.0,0,20,20,0.94055,2,2,1,1,0,0,0,0,0,3,0,3,1,0
1220,1,0.57177,0,0,0,0.9305,0,0.0,0.9305,0.9305,0.9305,0.85,0,0,0.85,0.0,0.425,0.425,0,2,2,0.9305,3,2,3,1,0,0,0,0,0,3,0,3,1,0
1221,1,0.6664,0,0,0,0.93982,3,0.0,0.93982,0.93982,0.93982,0.6,0,0,0.85,0.0,0.25,0.0,0,14,14,0.93982,7,5,5,0,0,0,0,0,1,3,0,3,1,0
1222,1,0.66285,0,0,0,0.93637,17,-0.00011,0.93626,0.93637,0.93626,0.9,1,2,0.9,0.0,0.64167,0.6,2,28,30,0.93927,10,5,5,1,0,0,0,0,0,3,0,3,1,0
1223,0,0.76358,1,1,0,0.93034,1,0.00382,0.93416,0.93419,0.9276,0.55,1,2,0.85,0.0,0.53333,0.6,2,4,6,0.93413,6,8,1,0,0,1,0,0,0,3,0,3,1,0
1225,1,0.71907,0,0,0,0.94738,1,-3e-05,0.94736,0.94738,0.94736,0.85,1,1,0.85,0.6,0.725,0.725,1,1,2,0.95929,1,2,1,1,0,0,0,0,0,3,0,3,1,0
1226,1,0.62245,0,0,0,0.94667,5,-0.00161,0.94506,0.94648,0.94506,0.85,0,0,0.85,0.0,0.37857,0.55,0,14,14,0.94503,3,5,8,0,0,1,0,0,0,3,0,3,1,0
1227,1,0.60054,0,0,0,0.93457,11,-0.00216,0.93241,0.93457,0.93342,0.85,0,0,1.0,0.0,0.53125,0.575,2,38,40,0.95634,7,6,8,0,0,0,1,0,0,3,0,3,1,0
1228,0,0.66534,0,0,0,0.94132,1,0.0,0.94132,0.94132,0.89504,0.85,0,0,0.85,0.55,0.7,0.7,0,4,4,0.89504,5,5,1,0,0,1,0,0,0,3,0,3,1,0
